station_id,station_num,station_name,gu,address,lat,lon,monthly_usage,total_rent,total_return,rent_202507,rent_202508,rent_202509,rent_202510,rent_202511
ST-2715,2715,2715.마곡나루역 2번 출구 ,강서구,서울특별시 노원구 서울 노원구 공릉동 547-1 ,37.625336,127.07019,15448,77240,79279,15460,15117,17664,14782,14217
ST-2728,2728,2728.마곡나루역 3번 출구,강서구,서울특별시 송파구 백제고분로 11 신천중학교 ,37.516403,127.077614,10614.4,53072,52534,10959,10879,11627,9488,10119
ST-1210,1210,1210. 롯데월드타워(잠실역2번출구 쪽),송파구,서울특별시 성북구 길음로13길 22 길음8골어린이공원 옆,37.608978,127.020248,10446,52230,52053,10084,9508,11755,10903,9980
ST-2701,2701,2701. 마곡나루역 5번출구 뒤편,강서구,서울특별시 노원구 서울 노원구 덕릉로83길 5 ,37.659557,127.075256,9704,48520,48886,10021,9422,10327,8905,9845
ST-230,230,230. 영등포구청역 7번출구,영등포구,서울특별시 서대문구 충정로2가 138 서대문역 8번출구 앞,37.564777,126.966148,8465.8,42329,40833,9136,8434,8989,7928,7842
ST-1153,1153,"1153. 발산역 1번, 9번 인근 대여소",강서구,서울특별시 동작구 흑석동 27-83 한강 현대아파트 건너편,37.505928,126.969231,8087.8,40439,40282,8180,8247,8643,7520,7849
ST-502,502,502. 자양(뚝섬한강공원)역 1번출구 앞,광진구,서울특별시 강동구 성내동 434-28 ,37.526794,127.130058,7659,38295,42688,9084,7582,9429,7173,5027
ST-2608,2608,2608. 송파구청,송파구,서울특별시 송파구 올림픽로 424 ,37.520218,127.114571,6621,33105,34445,6491,6199,6741,7109,6565
ST-1124,1124,1124. 발산역 6번 출구 뒤,강서구,서울특별시 노원구 노원로 434 상계2차중앙하이츠아파트 ,37.655018,127.067505,6475.8,32379,32463,6529,6613,7038,6053,6146
ST-2622,2622,2622. 올림픽공원역 3번출구,송파구,서울특별시 종로구 평창동 290-15 ,37.604698,126.964516,6392.6,31963,31773,5915,6004,7722,6477,5845
ST-1911,1911,1911. 구로디지털단지역 앞,구로구,서울특별시 서초구 신반포로 143 경남쇼핑센터 ,37.504787,126.999924,6038,30190,30984,5885,6050,6949,6003,5303
ST-769,769,769.CBS방송국 앞,양천구,서울특별시 서초구 바우뫼로1길 35 서초구 양재동 20-40,37.477852,127.03891,5961.8,29809,30506,5795,6332,6354,5850,5478
ST-1160,1160,1160. 양천향교역 7번출구앞,강서구,서울특별시 서초구 서초동 1389 서초4동주민센터,37.502319,127.02227,5939.2,29696,29254,5926,6132,6678,5576,5384
ST-1166,1166,1166. 강서구립등빛도서관,강서구,서울특별시 서초구 양재동 316-10 ,37.469242,127.039825,5928.6,29643,29552,6207,6168,6371,5482,5415
ST-785,785,"785.양천구청, 보건소 사잇길",양천구,서울특별시 강남구 자곡로 101 래미안강남힐즈 앞,37.472919,127.095886,5848.6,29243,29913,5558,6048,6639,5628,5370
ST-792,792,792.목동트라팰리스 웨스턴에비뉴,양천구,서울특별시 강남구 압구정로 339-2 가로판매 ,37.528381,127.039017,5793.8,28969,29458,5569,5905,6205,5657,5633
ST-2102,2102,2102. 봉림교 교통섬,관악구,서울특별시 도봉구 삼양로 590 ,37.655685,127.013382,5716.2,28581,29508,5588,6134,6775,5578,4506
ST-2733,2733,2733.마곡13단지 정문 앞,강서구,서울특별시 강동구 강동구 고덕로 130 ,37.554688,127.139404,5705,28525,27200,5654,5757,6180,5327,5607
ST-272,272,272. 당산육갑문,영등포구,서울특별시 동대문구 신설동 92-34 신설동역 10번출구 앞,37.575272,127.023468,5606.6,28033,28826,5299,6057,6984,5527,4166
ST-765,765,765. 오목교역 3번출구,양천구,서울특별시 서초구 서초대로 지하 294 서초구 서초동 1748-6,37.494217,127.013786,5569.6,27848,29893,5608,5921,5838,5272,5209
ST-2721,2721,2721.등촌1-10단지 교차로,강서구,서울특별시 노원구 상계동 620 ,37.670868,127.05114,5430.4,27152,26648,5723,5536,6163,4976,4754
ST-1050,1050,1050.  둔촌역 3번 출입구,강동구,서울특별시 강동구 고덕동 469 ,37.557934,127.144768,5351.6,26758,27485,6061,5527,6240,4635,4295
ST-2620,2620,2620. 송파나루역 4번 출구옆,송파구,서울특별시 송파구 성내천로35길 53 ,37.500034,127.159248,5251.6,26258,27319,5096,5483,5918,5186,4575
ST-113,113,113. 홍대입구역 2번출구 앞,마포구,서울특별시 광진구 자양로3길 7 광양중학교 앞,37.530235,127.08683,5247.6,26238,31843,5156,5144,5889,5066,4983
ST-583,583,583. 청계천 생태교실 앞,성동구,서울특별시 중랑구 신내역로1길 164 새솔초등학교,37.617439,127.109016,5241.4,26207,27276,4730,5344,6656,5782,3695
ST-781,781,781.신정보도육교 아래,양천구,서울특별시 서초구 바우뫼로12길 70 더케이호텔 입구(양재2),37.467506,127.034477,5229.2,26146,26325,5472,5466,5470,4758,4980
ST-529,529,529. 장한평역 8번 출구 앞,성동구,서울특별시 강서구 등촌로51나길 29 강서구 등촌동 520-6,37.548061,126.86042,5213,26065,25331,5402,5050,5905,4979,4729
ST-1151,1151,1151. 마곡역1번출구,강서구,서울특별시 동작구 신대방동 395 보라매공원 정문,37.497078,126.917793,5058,25290,26656,5049,4708,5649,4885,4999
ST-1867,1867,1867.대륭포스트타워6차 앞,금천구,서울특별시 송파구 잠실로 88 레이크팰리스 ,37.507759,127.091293,5016,25080,26829,5417,4935,5470,4529,4729
ST-2717,2717,2717.LG유플러스 마곡사옥,강서구,서울특별시 노원구 노원구 상계동 197-38 ,37.653519,127.071304,4994.8,24974,28342,5291,4721,5489,4632,4841
ST-1906,1906,1906. 신도림역 1번 출구 앞,구로구,서울특별시 서초구 서초동 1688-12 ,37.495564,127.01918,4989.6,24948,24929,4853,4777,5886,4906,4526
ST-247,247,247. 당산역 10번출구 앞,영등포구,서울특별시 성동구 응봉동 134-26 응봉삼거리,37.553986,127.033592,4791.6,23958,24144,5697,5634,6000,4959,1668
ST-1222,1222,1222. 잠실새내역 5번 출구 뒤,송파구,서울특별시 구로구 공원로 68 화광신문사 앞,37.50285,126.889481,4710.4,23552,24117,4542,4878,5478,4694,3960
ST-1625,1625,1625. 상계역 3번출구,노원구,서울특별시 동대문구 경희대로 23 경희의료원 ,37.594601,127.051971,4705.2,23526,23455,4882,4926,4883,4473,4362
ST-2739,2739,2739.수명산파크1단지교차로,강서구,서울특별시 강동구 상일동 133 ,37.550583,127.165421,4665.2,23326,23349,4571,4749,5220,4398,4388
ST-508,508,508. 성수아카데미타워 앞,성동구,서울특별시 강서구 양천로17길 6 강서구 방화동 769-23,37.573643,126.811806,4662.4,23312,21965,5142,4210,4906,4389,4665
ST-726,726,726. 목동3단지 시내버스정류장,양천구,서울특별시 동작구 상도로 지하 2 동작구 대방동 466-51,37.500076,126.921082,4661.4,23307,23841,5267,4678,4873,4250,4239
ST-1152,1152,1152. 마곡역교차로,강서구,서울특별시 동작구 사당동 1131 남성역3번출구 뒤,37.484631,126.97155,4612.2,23061,24561,4883,4570,5022,4099,4487
ST-207,207,207. 여의나루역 1번출구 앞,영등포구,서울특별시 마포구 노고산동 112-13 서강대역 2번출구 앞,37.552956,126.934341,4577.4,22887,21591,4951,6305,5597,3837,2197
ST-1019,1019,1019. 다성이즈빌아파트(호원대 대각선 맞은편),강동구,서울특별시 양천구 안양천로 939 목동운동장,37.530251,126.879303,4493.4,22467,23761,4720,4796,4833,4100,4018
ST-1158,1158,1158. 가양역 8번출구,강서구,서울특별시 서초구 반포대로 121 ,37.490536,127.008049,4389.2,21946,22307,4639,4395,4917,4211,3784
ST-708,708,708. 서울출입국관리사무소 앞,양천구,서울특별시 관악구 남부순환로 지하 1614 관악구 신림동 1467-10,37.484409,126.928909,4385,21925,22514,4376,4508,4752,4111,4178
ST-797,797,797.목동아파트 1422동 1434동 사잇길,양천구,서울특별시 강남구 테헤란로 501 포스코사거리(기업은행),37.507233,127.056854,4334,21670,21840,4363,4349,4775,4027,4156
ST-585,585,585. 성수2가1동 공영주차장 인근,성동구,서울특별시 중랑구 신내로16길 33 신내동 의료안심주택 ,37.613945,127.097702,4314.4,21572,22180,4351,4313,4866,4345,3697
ST-770,770,770.목동역5번출구,양천구,서울특별시 서초구 바우뫼로18길 14 서초구 양재동 127-1,37.473614,127.03051,4286.8,21434,22984,4370,4165,4698,4031,4170
ST-1190,1190,1190. 마곡역 교차로(2번출구),강서구,서울특별시 서대문구 연희로 113 ,37.567997,126.931656,4204.2,21021,20939,3606,3629,4814,4677,4295
ST-1601,1601,1601. 석계역 문화광장 내 자전거 보관소,노원구,서울특별시 성동구 난계로 100 왕십리 자이아파트 103동 인근,37.56179,127.024391,4140.2,20701,22331,4028,3910,4622,4172,3969
ST-1078,1078,1078.둔촌사거리,강동구,서울특별시 송파구 오금동 17-20 방이역 1번출구,37.508984,127.126595,4108.6,20543,20964,3895,4167,4573,3846,4062
ST-1608,1608,1608. 공릉역 1번 출구 앞,노원구,서울특별시 종로구 종로 254-1 삼익한의원,37.570961,127.006058,4099.6,20498,21547,4066,4037,4760,3959,3676
ST-1167,1167,1167. 마곡수명산파크3단지 교차로,강서구,서울특별시 서초구 헌릉로 73 서초경찰서 염곡치안센터 ,37.461494,127.049072,4067.4,20337,19904,4076,4055,4440,3851,3915
ST-1020,1020,1020. 강동경찰서,강동구,서울특별시 은평구 신사동 41-3 신사동 성당,37.597141,126.909599,4052.8,20264,20567,4190,4078,4575,3526,3895
ST-240,240,240. 문래역 4번출구 앞,영등포구,서울특별시 성동구 금호동2가 1220-1 래미안금호하이리버 아파트 102동 옆,37.5522,127.025055,4052.4,20262,18610,2351,4409,4770,4300,4432
ST-209,209,209. 유진투자증권빌딩 앞,영등포구,서울특별시 마포구 월드컵로25길 202 ,37.556324,126.897095,4037.6,20188,21473,3759,3819,4725,4165,3720
ST-263,263,263. 근로자회관 사거리,영등포구,서울특별시 동대문구 답십리로 210-3 동대문구 체육관,37.572655,127.063637,4024,20120,20771,4088,4216,4386,3714,3716
ST-2639,2639,2639.석촌역 8번출구,송파구,서울특별시 금천구 시흥동 1000-48 알레르망 가게 앞 ,37.454151,126.900452,3999.8,19999,19631,3962,4012,4396,3893,3736
ST-1157,1157,1157. 강서구청,강서구,서울특별시 동작구 관악로 145 관악구 보건소,37.478626,126.951294,3938.6,19693,20702,4020,3724,4539,3738,3672
ST-1084,1084,1084. 윤선생빌딩(JYP사옥),강동구,서울특별시 송파구 문정동 38-3 문정동 근린공원,37.485989,127.124763,3897,19485,22003,3899,3988,4285,3578,3735
ST-787,787,787.양천아파트 입구,양천구,서울특별시 강남구 봉은사로 지하 102 교보타워 버스정류장,37.505581,127.024277,3894.8,19474,19293,3726,3960,4248,3737,3803
ST-1149,1149,1149. 신방화역환승주차장,강서구,서울특별시 금천구 가산동 60-73 벽산 디지털밸리 5차,37.476276,126.885391,3893.8,19469,19347,4003,3931,4198,3491,3846
ST-1044,1044,1044. 굽은다리역,강동구,서울특별시 강동구 천호대로 1240 프라자아파트 ,37.535961,127.14782,3893.4,19467,20426,3913,3936,4385,3676,3557
ST-1011,1011,1011. LIGA 아파트 앞,강동구,서울특별시 양천구 가로공원로 133 으뜸공원,37.536369,126.831711,3889,19445,19394,4277,4027,4410,3524,3207
ST-202,202,202. 국민일보 앞,영등포구,서울특별시 마포구 공덕동 438-5 공덕역 8번출구,37.543579,126.951324,3871.4,19357,20071,4077,3683,4673,3602,3322
ST-746,746,746. 목동2단지 상가,양천구,서울특별시 서초구 고무래로 89 반포써밋 ,37.500652,127.018616,3859.2,19296,19305,3636,4026,4166,3632,3836
ST-1184,1184,1184. 마곡13단지,강서구,서울특별시 강남구 수서동 728 수서역 1번출구 앞,37.48735,127.100998,3856.4,19282,20531,4004,3867,4119,3543,3749
ST-2719,2719,2719.마곡문화공원,강서구,서울특별시 노원구 서울 노원구 한글비석로 268 ,37.651497,127.077042,3854.6,19273,21524,3864,3823,4184,3528,3874
ST-2646,2646,2646.레이크펠리스101동앞,송파구,서울특별시 영등포구 영등포구 의사당대로 1 ,37.53054,126.918175,3806.6,19033,19662,3778,3877,4241,3664,3473
ST-1925,1925,1925. 동양미래대학교 정문 옆,구로구,서울특별시 서초구 신원동 66-8 ,37.430977,127.070335,3778.8,18894,18828,3364,3878,4222,3869,3561
ST-795,795,795.양천 해누리타운,양천구,서울특별시 강남구 영동대로 703 청담역 13번 출구 앞,37.52058,127.056328,3769.2,18846,18728,3802,3777,3994,3610,3663
ST-243,243,243. 이앤씨드림타워 앞,영등포구,서울특별시 성동구 용답동 224-3 장안평역 8번 출구 앞,37.561371,127.06366,3755.8,18779,19024,3868,3887,3911,3532,3581
ST-217,217,217. NH농협은행 앞,영등포구,서울특별시 서대문구 북아현동 251-78 아현동 가구거리,37.557549,126.959381,3734.4,18672,19204,3810,3551,4214,3557,3540
ST-2136,2136,2136. 신림역 8번출구,관악구,서울특별시 강북구 삼양로 504 광리빌딩 ,37.647934,127.014572,3719,18595,19688,3986,3930,4138,3378,3163
ST-703,703,703. 오목교역 7번출구 앞,양천구,서울특별시 관악구 관천로27길 2 신사동 우방아파트,37.489178,126.919273,3707.4,18537,19914,3569,3860,3936,3579,3593
ST-2628,2628,2628.문정역 1번출구,송파구,서울특별시 중랑구 신내동278-50 ,37.615711,127.101044,3701,18505,19669,3880,3842,4032,3472,3279
ST-1985,1985,1985. 구로도서관,구로구,서울특별시 영등포구 도신로29길 28 영등포푸르지오 ,37.512024,126.901054,3699.4,18497,17010,3637,3988,4300,3335,3237
ST-1637,1637,1637. KT 전화국 버스정류장 옆,노원구,서울특별시 성북구 하월곡동 46-126 ,37.602356,127.039078,3654.6,18273,18589,3822,3849,3610,3527,3465
ST-1173,1173,1173. 강서구청사거리(SH타워),강서구,서울특별시 강남구 도산대로 229 도산대로 렉서스 앞,37.52124,127.031899,3639,18195,17966,3926,3844,4140,3206,3079
ST-1191,1191,"1191. 마곡역 버스정류장(마곡나루역1번출구, 웰튼병원 방면)",강서구,서울특별시 광진구 자양동 203-22 영동대교 북단,37.537014,127.061096,3639,18195,18106,3380,3651,4112,3610,3442
ST-907,907,907. CJ 드림시티,은평구,서울특별시 송파구 법원로 101 문정동 627,37.478821,127.123512,3637.4,18187,21787,3454,3660,4426,3783,2864
ST-779,779,779. 신정1동 주민센터 앞,양천구,서울특별시 강남구 헌릉로590길 10 리엔파크 2단지 앞,37.465061,127.101196,3631,18155,20193,3772,3664,3832,3438,3449
ST-3219,3219,3219.영등포역 1번출구,영등포구,서울특별시 금천구 디지털로10길 78 가산테라타워 ,37.475204,126.890129,3597.8,17989,21688,3683,3580,3822,3434,3470
ST-1182,1182,1182. KBS 스포츠월드,강서구,서울특별시 강남구 개포동 181-3 개포동역 사거리,37.489277,127.065575,3595,17975,17976,3796,3689,4189,3118,3183
ST-2824,2824,2824.미래사랑어린이공원 앞,구로구,서울특별시 은평구 은평구 갈현로 301 ,37.623608,126.916885,3582.4,17912,18015,3778,3533,3951,3380,3270
ST-565,565,565. 옥수역 3번출구,성동구,서울특별시 성북구 종암로3길 37-2 성북구 종암동 12-33,37.598068,127.039276,3576.2,17881,18732,4002,4428,4637,2775,2039
ST-431,431,431. 청계천 영도교,중구,서울특별시 양천구 등촌로 22-1 가로판매대6 ,37.531097,126.864029,3555.2,17776,18033,3660,3419,3923,3403,3371
ST-1295,1295,1295. 잠실역 8번출구,송파구,서울특별시 도봉구 해등로 46 창1동주민센터,37.647503,127.043312,3530.2,17651,17611,3360,3202,4027,3815,3247
ST-1024,1024,1024.  강동구청 앞,강동구,서울특별시 은평구 진관동 44-28 금암 문화공원,37.644684,126.918457,3527.2,17636,18063,3490,3554,3955,3327,3310
ST-236,236,236. 문래동자이아파트 앞,영등포구,서울특별시 성동구 하왕십리동 960-3 상왕십리역 4번 출구 앞,37.563858,127.030319,3513.2,17566,18378,3706,3560,3848,3390,3062
ST-2708,2708,2708.강서한강자이타워 앞,강서구,서울특별시 노원구 초안산로 89 월계청백1단지아파트 ,37.634594,127.052063,3508.4,17542,17718,3452,3463,3932,3508,3187
ST-996,996,996.응암역2번출구 국민은행 앞,은평구,서울특별시 양천구 남부순환로88길5-16 양강중학교앞 교차로,37.524334,126.850548,3506.2,17531,25369,3586,3509,4082,3398,2956
ST-584,584,584. 광진광장 교통섬,광진구,서울특별시 중랑구 신내역로 165 신내 데시앙포레 ,37.616707,127.11026,3502.2,17511,13316,3779,3335,4031,3312,3054
ST-1010,1010,1010. 강동세무서,강동구,서울특별시 양천구 남부순환로 334 ,37.536995,126.827286,3497.2,17486,17670,3902,3494,3870,3223,2997
ST-853,853,853.용산역 맞은편,용산구,서울특별시 중랑구 숙선옹주로 66 중랑구 묵동 20-3,37.616024,127.085968,3485,17425,17742,3073,3589,4298,3691,2774
ST-2623,2623,2623.석촌동 주민센터,송파구,서울특별시 종로구 돈화문로11가길 59 ,37.575283,126.990623,3473,17365,16393,3533,3548,3729,3397,3158
ST-1653,1653,1653. 노원역1번출구,노원구,서울특별시 영등포구 영중로 107 영등포전화국사거리 (서강어린이공원),37.525768,126.905739,3440.4,17202,17277,3662,3475,3752,3253,3060
ST-744,744,744. 신목동역 2번 출구,양천구,서울특별시 서초구 헌릉로8길 42 서초구 내곡동 123-1,37.454357,127.062103,3433.2,17166,17018,3712,3560,3872,3067,2955
ST-280,280,280. 양평동6차현대아파트 앞,영등포구,서울특별시 영등포구 양평동1가 115-2 남부고용노동지청 남측,37.524506,126.891823,3396,16980,16807,3607,3560,3537,3064,3212
ST-1684,1684,1684. 태릉입구역 5번출구,노원구,서울특별시 송파구 풍성로5길 16 솔바람복지센타 ,37.536419,127.116165,3382,16910,17350,3284,3362,3949,3314,3001
ST-2621,2621,2621. 한성백제역 2번 출구,송파구,서울특별시 송파구 방이동 88-18 ,37.512756,127.126297,3379.6,16898,16944,2737,3262,4111,3646,3142
ST-1118,1118,1118. 증미역 3번출구뒤(등촌두산위브센티움오피스텔),강서구,서울특별시 노원구 중계동 506-3 중계근린공원내,37.63958,127.065102,3377,16885,19479,3381,3242,3894,3273,3095
ST-2219,2219,"2219. 고속터미널역 8-1번, 8-2번 출구 사이",서초구,서울특별시 서대문구 서소문로 45 SK리쳄블 ,37.561317,126.966583,3368.2,16841,16976,2962,3368,4129,3520,2862
ST-228,228,228. 선유도역 3번출구 앞,영등포구,서울특별시 서대문구 미근동 317-1 임광빌딩 앞,37.564724,126.967278,3368,16840,17674,3273,3479,3994,3358,2736
ST-2723,2723,2723.마곡 필네이처,강서구,서울특별시 도봉구 도봉구 도봉동 1-22 ,37.691013,127.049164,3367.2,16836,17451,3611,3367,3852,3055,2951
ST-3010,3010,3010.홍대입구역 3번출구,마포구,서울특별시 서초구 반포대로316옆 반포한강공원입구 ,37.507496,127.000183,3361.2,16806,17191,3344,3397,3829,3269,2967
ST-1106,1106,1106. 신방화사거리,강서구,서울특별시 강북구 번동 2-2 번3동 주민센터 교차로,37.626354,127.047447,3352,16760,17847,3405,3521,3819,3054,2961
ST-3202,3202,3202.당산롯데캐슬프레스티지,영등포구,서울특별시 서대문구 통일로 81 NH농협생명빌딩 ,37.562336,126.969093,3333.8,16669,16538,3418,3450,3738,3212,2851
ST-2720,2720,2720.힐스테이트에코,강서구,서울특별시 노원구 서울 노원구 월계동 700-6 ,37.642929,127.051949,3319.2,16596,16614,3555,3418,3539,3042,3042
ST-245,245,245. 삼성생명 당산사옥 앞,영등포구,서울특별시 성동구 금호동4가 1101 우리은행 금호동 지점 앞,37.548149,127.021088,3293.6,16468,16619,3441,3261,3450,3159,3157
ST-602,602,602. 장안동 사거리,동대문구,서울특별시 노원구 동일로 지하 992-1 노원구 공릉동 616-4,37.619171,127.074928,3289.4,16447,18367,3198,3298,3677,3324,2950
ST-1611,1611,1611. 과기대 입구(우),노원구,서울특별시 종로구 세종대로 152 일민미술관 ,37.569893,126.97757,3285.4,16427,16810,3273,3127,4025,3124,2878
ST-793,793,793.목동5단지아파트 534동,양천구,서울특별시 강남구 압구정로 311 압구정파출소 앞,37.529301,127.035599,3282.2,16411,16051,3257,3474,3502,3079,3099
ST-1264,1264,1264. 천호역 10번 출구 앞,송파구,서울특별시 관악구 남부순환로 1728 봉천역 2번출구,37.482189,126.942131,3280.4,16402,16407,3500,3200,3659,3031,3012
ST-791,791,791.현대하이페리온,양천구,서울특별시 강남구 압구정로 지하 172 압구정역 2번 출구 옆,37.527123,127.028717,3277.6,16388,16401,3337,3435,3554,3134,2928
ST-102,102,102. 망원역 1번출구 앞,마포구,서울특별시 광진구 아차산로 355 타워더모스트 광진아크로텔,37.53701,127.082245,3277.2,16386,16970,3319,3164,3818,3198,2887
ST-2704,2704,2704.홈플러스(강서점),강서구,서울특별시 노원구 초안산로5길 22 대우아파트 ,37.632843,127.052132,3270,16350,17040,3302,3320,3702,3136,2890
ST-1231,1231,1231. 잠실역 6번출구,송파구,서울특별시 구로구 오리로 1352 궁동생태공원,37.501904,126.828964,3259.6,16298,16744,2987,3357,3737,3305,2912
ST-731,731,731. 서울시 도로환경관리센터,양천구,서울특별시 동작구 사당로 169 동작구 사당동 211-2,37.486835,126.968048,3239,16195,16814,3135,3444,3628,3102,2886
ST-383,383,383. 신당역 12번 출구 뒤,중구,서울특별시 광진구 능동로 398 국립정신 건강센터 앞,37.56538,127.08651,3237.6,16188,16555,3649,3242,3776,2955,2566
ST-1674,1674,1674. 서울북부고용센터앞,노원구,서울특별시 은평구 갈현로3나길 23 역촌 센트레빌 아파트 107동 인근,37.602329,126.906548,3236.2,16181,16275,3350,3258,3568,3107,2898
ST-1297,1297,1297. 석촌호수교차로(동호 팔각정 앞),송파구,서울특별시 도봉구 도봉로173길 96 서울도봉초등학교인근,37.678677,127.040764,3235.8,16179,16170,3050,3271,3690,3357,2811
ST-1008,1008,1008. 암사역 3번출구(국민은행앞),강동구,서울특별시 양천구 신정동 1235 ,37.522312,126.849045,3229.6,16148,19095,3350,3162,3571,3081,2984
ST-794,794,794.양천문화회관,양천구,서울특별시 강남구 학동로 지하 508 청담동 맥도날드 옆,37.523613,127.040176,3210.4,16052,16342,3141,3370,3511,3036,2994
ST-1650,1650,1650. 중계근린공원내,노원구,서울특별시 영등포구 문래로 180 센트럴 푸르지오 시티 앞,37.518211,126.902229,3207,16035,16979,3824,3992,2347,2956,2916
ST-1293,1293,1293. 석촌호수 서호 사거리,송파구,서울특별시 도봉구 시루봉로 128 방학동학마을도서관,37.662079,127.027718,3206.4,16032,16484,3134,3280,3624,3119,2875
ST-2919,2919,2919.등나무 근린공원(시립북서울미술관 앞) ,노원구,서울특별시 송파구 송파구 풍납동 403-3 ,37.529148,127.116058,3195.6,15978,16390,3844,3709,2842,3412,2171
ST-361,361,361. 동묘앞역 1번출구 뒤,종로구,서울특별시 성동구 동일로 213 비전교회 앞,37.551205,127.068932,3183,15915,16911,3171,3260,3671,2984,2829
ST-788,788,788.양천구청역 2번출구 옆,양천구,서울특별시 강남구 학동로 102 논현역 ,37.511372,127.021461,3173.6,15868,16812,3140,3136,3551,2942,3099
ST-1029,1029,1029. 성내어울터,강동구,서울특별시 은평구 녹번동 84 은평구청 보건소,37.602402,126.92865,3172.4,15862,15730,3287,3274,3334,3025,2942
ST-631,631,631. 답십리역 1번출구,동대문구,서울특별시 금천구 시흥대로 287 독산동 1080-8,37.458912,126.89859,3165.8,15829,17844,3284,3086,3457,2925,3077
ST-275,275,275. 신동아아파트,영등포구,서울특별시 동대문구 전농동 135-5 시립대 앞,37.582561,127.054367,3164.2,15821,16484,3184,3106,3468,2923,3140
ST-259,259,259. 대방역6번출구,영등포구,서울특별시 광진구 구의동 96 아차산역 3번출구,37.551224,127.089706,3142.8,15714,16661,3166,3029,3599,3013,2907
ST-1192,1192,1192. 마곡수명산파크 209동 건너편,강서구,서울특별시 광진구 능동 465-7 어린이회관,37.545952,127.078003,3135.4,15677,12765,3294,3126,3582,2979,2696
ST-1103,1103,1103. 방화역 4번출구앞,강서구,서울특별시 강북구 미아동 194-1 미아동 한국전력공사,37.63018,127.02491,3108.2,15541,13923,3043,3334,3500,2924,2740
ST-734,734,734. 신트리공원 입구,양천구,서울특별시 도봉구 마들로 891 도봉동 22-26,37.688274,127.049065,3103,15515,15578,2987,3016,3323,3105,3084
ST-2641,2641,2641.송파역 4번출구,송파구,서울특별시 금천구 독산동 1080-1 에이스하드웨어 정문 앞 ,37.468658,126.898262,3101.2,15506,15601,3054,3146,3416,3113,2777
ST-931,931,931. 역촌파출소,은평구,서울특별시 성북구 동소문로13길 38 돈암초교,37.591694,127.012497,3093.2,15466,17665,3158,3154,3387,3014,2753
ST-2377,2377,2377. 수서역 5번출구,강남구,서울특별시 관악구 남부순환로 1538 ,37.482906,126.921455,3093,15465,16852,2953,3129,3331,3119,2933
ST-670,670,670.삼육서울병원 버스정류장,동대문구,서울특별시 구로구 구로중앙로 13 구로구 구로동 136-14,37.491032,126.892151,3085.4,15427,16503,2942,3227,3707,2811,2740
ST-1668,1668,1668. 중계역 6번출구,노원구,서울특별시 중구 을지로 지하 42 을지로입구역 1번출구,37.566345,126.982292,3080,15400,15959,3311,3231,3166,2867,2825
ST-290,290,290. 새말소공원,영등포구,서울특별시 영등포구 도림동 255-2 ,37.505016,126.898537,3060.2,15301,14493,3113,3219,3376,2788,2805
ST-2002,2002,2002. 노들역 1번출구,동작구,서울특별시 양천구 목동동로 441 공중화장실 ,37.538742,126.885681,3058.4,15292,17219,2631,3247,3882,3346,2186
ST-2744,2744,2744.강서세무서 앞,강서구,서울특별시 강동구 아리수로93가길 70 ,37.57074,127.172157,3014.8,15074,14697,3093,3122,3107,2815,2937
ST-2637,2637,2637. 아시아지하보도 14번 출구,송파구,서울특별시 금천구 범안로 1126(안양천 연결 엘리베이터) ,37.465576,126.887245,3014.2,15071,15214,2982,3203,3459,2934,2493
ST-278,278,278. 쌍용플레티넘오피스텔,영등포구,서울특별시 영등포구 양평동4가 202-1 선유도역 3번출구 앞,37.53846,126.894508,3008.8,15044,13845,3017,3193,3246,2842,2746
ST-755,755,755. 목동1단지아파트 상가 앞,양천구,서울특별시 서초구 방배로9길 23 서초구 방배동 504-4,37.473759,126.995247,2988.8,14944,14913,3068,2876,3204,2897,2899
ST-1150,1150,1150. 송정역 1번출구,강서구,서울특별시 동작구 노량진동 113-7 노량진동 맥도널드앞,37.513523,126.943527,2972.8,14864,15084,2890,3090,3364,2818,2702
ST-1163,1163,1163. 방화동강서기동대앞,강서구,서울특별시 서초구 방배동 875-9 ,37.488022,126.994118,2972.4,14862,15141,3019,2960,3213,2762,2908
ST-1180,1180,1180. 마곡엠밸리 15단지(1502동) 건너편,강서구,서울특별시 강남구 언주로 651 한국우편사업진흥원,37.514748,127.035133,2969.8,14849,15204,3157,3025,3180,2749,2738
ST-147,147,147. 마포역 4번출구 뒤,마포구,서울특별시 중구 을지로 79 을지로2가 사거리 북측,37.566383,126.987206,2953,14765,18192,2477,2947,3920,3068,2353
ST-283,283,283. 아크로타워 스퀘어(영등포시장),영등포구,서울특별시 영등포구 신길동 399 영등포구민체육센터 앞,37.500462,126.905846,2946.8,14734,13624,3026,3115,3359,2740,2494
ST-232,232,232. 양평우림 이비즈센타 앞,영등포구,서울특별시 서대문구 수색로 27 가좌역 ,37.568775,126.915298,2940.8,14704,14721,3115,3013,3139,2713,2724
ST-780,780,780.신정교 하부,양천구,"서울특별시 서초구 잠원로4길 지하 46 잠원역 3,4번 출구사이",37.512989,127.011177,2938,14690,15876,2597,2867,3516,3233,2477
ST-1908,1908,1908. 해원리바파크 육교 밑,구로구,서울특별시 서초구 잠원로 69 킴스클럽 ,37.510193,127.007256,2919.6,14598,14377,2884,2975,3179,2696,2864
