station_id,station_num,station_name,gu,address,lat,lon,monthly_usage,total_rent,total_return,rent_202507,rent_202508,rent_202509,rent_202510,rent_202511
ST-421,421,421. 마포구청 앞,마포구,서울특별시 영등포구 양평로 76 삼성화재 사옥 옆,37.535961,126.8983,2031.8,10159,10136,2031,1935,2475,2002,1716
ST-414,414,414. 상암동주민센터 옆,마포구,서울특별시 영등포구 여의서로 60-2 가로판매대22 ,37.533657,126.912163,2027.6,10138,10950,2151,2127,2256,1813,1791
ST-1291,1291,1291. 서울체육고등학교 앞,송파구,서울특별시 노원구 노해로 450 서울북부고용센터앞,37.653549,127.058083,2027.4,10137,10670,1494,1671,2670,2098,2204
ST-1956,1956,1956. 동아1차APT105동 버스정류장(신도림중학교 방면),구로구,서울특별시 구로구 항동 220 ,37.474731,126.817009,2019.4,10097,10245,1931,1987,2333,1883,1963
ST-398,398,398. 을지로3가역 3번출구,중구,서울특별시 동대문구 천호대로 269 답십리역 1번출구,37.568184,127.051277,2019.4,10097,10062,2058,1963,2237,2016,1823
ST-1643,1643,1643. 태릉입구역 8번출구,노원구,서울특별시 서대문구 홍제천로 111 홍남교 두바퀴쉼터,37.574909,126.926147,2019,10095,10234,1878,1912,2372,2110,1823
ST-393,393,393. 동대문역 8번 출구,종로구,서울특별시 동대문구 전농로 34 답십리초등학교 앞(현대시장 옆),37.568192,127.057175,2018.4,10092,10364,2001,1740,2274,2158,1919
ST-1337,1337,1337. 돈암성당 옆,성북구,서울특별시 관악구 남부순환로 1817 서울대입구역 5번출구,37.481548,126.952003,2011.2,10056,10602,1986,2084,2372,1988,1626
ST-1381,1381,1381.석계역 4번출구 뒤,성북구,서울특별시 중랑구 겸재로 229 동원사거리,37.58976,127.093239,2010.2,10051,10128,1903,1906,2515,2025,1702
ST-634,634,634. 외국어대 정문 앞,동대문구,서울특별시 금천구 한내로 62 독산동 1092 (도로다이어트 사업으로 보도 확장예정),37.456841,126.888344,2006.6,10033,10023,1916,1901,2501,2016,1699
ST-723,723,723. SBS방송국,양천구,서울특별시 관악구 남부순환로 1675 관악구 봉천동 979-9,37.484901,126.936531,1999.2,9996,10359,2006,2064,2265,1901,1760
ST-912,912,912. 응암오거리,은평구,서울특별시 중랑구 면목로 456 중랑구 면목동 282-4,37.592541,127.086739,1999,9995,11991,1920,1939,2361,1983,1792
ST-1442,1442,1442. 중랑구청 중화동 별관 앞,중랑구,서울특별시 용산구 서빙고로 67 용산 파크타워 앞,37.523651,126.970268,1996.6,9983,10606,2528,2607,1279,1710,1859
ST-2746,2746,2746.수명산파크 4단지 411동 앞,강서구,서울특별시 강동구 아리수로87가길 275 강동구음식물재활용센터 ,37.569538,127.1586,1989.2,9946,9615,2098,1998,2223,1824,1803
ST-2729,2729,2729.넥센 유니버시티 앞,강서구,서울특별시 노원구 덕릉로76길 18 원광초등학교 ,37.651535,127.073273,1988,9940,10247,2140,1890,2332,1948,1630
ST-663,663,663. 외대앞역 3번출구,동대문구,서울특별시 구로구 경인로67길 160 구로구 신도림동 323-16,37.51424,126.882874,1977.2,9886,10408,1816,1775,2381,1971,1943
ST-546,546,546. 잠실대교북단 교차로,광진구,서울특별시 송파구 백제고분로15길 7 송파구 잠실동 230,37.505692,127.084038,1973.8,9869,9837,2156,2246,2110,1783,1574
ST-1458,1458,1458. 상봉터미널2,중랑구,서울특별시 성북구 월곡로 74 일신초등학교 옆,37.59972,127.040382,1968,9840,9992,2147,2210,2098,1774,1611
ST-1177,1177,1177. 수명중?고교,강서구,서울특별시 강남구 도곡동 874-1 도곡동 경남아파트 건너편,37.489342,127.041298,1967.8,9839,10253,1824,1723,2374,1987,1931
ST-1185,1185,1185. 등촌9단지,강서구,서울특별시 강남구 수서동 740 수서역 6번출구 앞,37.486778,127.100517,1967,9835,9295,1998,2039,2214,1855,1729
ST-409,409,409. 누리꿈스퀘어 옆,마포구,서울특별시 동대문구 천호대로 231 ,37.570354,127.048431,1965.8,9829,10029,1931,1872,2281,1876,1869
ST-1215,1215,1215. 올림픽공원역 1번출구 앞,송파구,서울특별시 성북구 안암동4가 25-2 ,37.579365,127.024361,1960,9800,9772,2006,1938,2143,1829,1884
ST-1072,1072,1072.고덕역 5번출구,강동구,서울특별시 송파구 가락동 10-15 오금역 3번 출구 뒤,37.501652,127.128181,1958.6,9793,8102,2053,1992,2061,1890,1797
ST-829,829,829. 한강대교 북단 교차로,용산구,서울특별시 강서구 화곡로 지하 168 화곡역 6번출구,37.541412,126.840225,1953.6,9768,9058,1710,2089,2609,2135,1225
ST-1414,1414,1414. 사가정역 2번출구,중랑구,서울특별시 송파구 오금로 363 오금근린공원 ,37.505413,127.131691,1948.2,9741,10460,939,2092,2511,2226,1973
ST-643,643,643. 동대문구민체육센터 (육교아래),동대문구,서울특별시 강북구 도봉로 355 ,37.639263,127.026726,1947.4,9737,11335,1724,1968,2347,1963,1735
ST-1075,1075,1075.천동초교 삼거리,강동구,서울특별시 송파구 문정동 3-2 문정현대아파트 교차로,37.491131,127.125809,1939.8,9699,10027,2150,2082,1992,1718,1757
ST-1269,1269,1269. 리센츠아파트 ,송파구,서울특별시 관악구 신림로 386 삼성디지털프라자관악점,37.488564,126.928482,1937.4,9687,8718,1922,2142,2116,1995,1512
ST-1028,1028,1028. 포레스 주상복합 빌딩,강동구,서울특별시 은평구 진관동 16-4 상림마을 생태공원,37.644081,126.929283,1936.4,9682,9588,2118,2114,2120,1703,1627
ST-913,913,913. 이마트 버스정류장(서부경찰서 방면),은평구,서울특별시 노원구 석계로 98-2 노원구 월계동 412-1,37.622662,127.061897,1936.2,9681,9585,2003,2029,2074,1882,1693
ST-2025,2025,2025. 흑석역 1번출구,동작구,서울특별시 강서구 가양동 1459-11 ,37.564587,126.856918,1933.6,9668,11729,1515,1751,2817,2067,1518
ST-2724,2724,2724.(재)FITI시험연구원,강서구,서울특별시 도봉구 방학동 710 ,37.662521,127.042709,1931.2,9656,8322,2084,1847,2090,1797,1838
ST-1221,1221,1221. 삼전역 4번출구,송파구,서울특별시 구로구 구로동 63-1 ,37.496513,126.889572,1930,9650,10130,1916,1919,2158,1857,1800
ST-588,588,588. 뚝섬 유원지역,광진구,서울특별시 중랑구 송림길 147 양원역 2번출구,37.606312,127.107742,1927.6,9638,9677,1845,1996,2407,1899,1491
ST-473,473,473.을지로4가역 9번출구,중구,서울특별시 은평구 불광동 285-43 불광역 2번출구,37.609566,126.930977,1925,9625,9279,2033,1864,2032,1934,1762
ST-3416,3416,3416.동묘앞역 6번출구,종로구,서울특별시 양천구 목동서로 130 목동신시가지아파트4단지 ,37.532059,126.874504,1923.8,9619,10228,1929,1851,2179,1884,1776
ST-626,626,626. 군자교 서측 녹지대,동대문구,서울특별시 금천구 시흥대로38길 61 시흥동 1001-1,37.446861,126.903831,1923.2,9616,9508,1778,1861,2208,2009,1760
ST-264,264,264. 교보생명보험 앞,영등포구,서울특별시 동대문구 전농로3길 23 답십리초등학교 옆 공원,37.569656,127.055962,1922.4,9612,8346,2057,2005,2066,1690,1794
ST-2801,2801,2801. 대륭포스트타워1차,구로구,서울특별시 영등포구 신길동 4958-1 ,37.504005,126.92028,1921.6,9608,9907,1964,1859,2235,1805,1745
ST-1246,1246,1246. 문정 법조단지10,송파구,서울특별시 강남구 봉은사로 201 언주역 ,37.507809,127.034981,1915.4,9577,9561,1852,2019,2135,1868,1703
ST-593,593,593.자양중앙나들목,광진구,서울특별시 중랑구 용마산로 644 능산삼거리,37.608681,127.100792,1915.4,9577,10151,2024,2209,2039,1879,1426
ST-3421,3421,3421.혜화역 1번출구,종로구,서울특별시 강서구 마곡중앙5로 9 마곡중앙광장 ,37.566147,126.827385,1915,9575,9745,1891,1963,2171,1834,1716
ST-131,131,131. 증산2교,서대문구,서울특별시 종로구 율곡로 33 신한은행 안국역지점 옆,37.57597,126.983063,1910.6,9553,10689,1995,1981,2293,1864,1420
ST-2908,2908,2908. 광운대학교 중앙도서관,노원구,서울특별시 강동구 강동구 강일동 469-9 ,37.557404,127.176537,1906.6,9533,9521,1864,1900,2270,1814,1685
ST-816,816,816. 신용산역 6번출구 앞,용산구,서울특별시 강남구 강남대로 240 양재역 3번출구 주변,37.485157,127.034073,1905.6,9528,9905,1901,2044,2264,1827,1492
ST-222,222,222. 시범아파트버스정류장 옆,영등포구,서울특별시 서대문구 북가좌동 470-1 모래내 우체국,37.575138,126.91394,1903.6,9518,9611,2117,1870,1989,1821,1721
ST-1619,1619,1619. 중계동 하나프라자빌딩 앞(중1-1),노원구,서울특별시 종로구 사직로8길 31 서울지방경찰청,37.574364,126.972366,1902.6,9513,9484,1867,2025,2076,1769,1776
ST-2613,2613,2613. 잠실나들목,송파구,서울특별시 강서구 강서구 공항대로 308 ,37.558029,126.841835,1902.4,9512,9609,1679,2019,2398,2101,1315
ST-1462,1462,1462.동부시장 북문 앞,중랑구,서울특별시 도봉구 도봉산길 10 도봉산역 교차로 앞,37.687592,127.045502,1898,9490,9985,2003,2029,1994,1756,1708
ST-1535,1535,1535. 효성인텔리안 앞,강북구,서울특별시 금천구 남부순환로 1314 가산아네스트 오피스텔 앞,37.47818,126.897408,1891.6,9458,9521,1976,1959,2024,1837,1662
ST-1512,1512,1512. 강북중학교 앞,강북구,서울특별시 강서구 공항대로 453 대한항공 인력개발센터,37.554379,126.857536,1887,9435,9465,2075,2153,2100,1686,1421
ST-1683,1683,1683. 노원문화예술회관,노원구,서울특별시 송파구 석촌호수로 278 여흥레이크빌 ,37.510452,127.106407,1886.8,9434,9424,2032,1937,2000,1770,1695
ST-1438,1438,1438. 홈플러스 신내점 앞,중랑구,서울특별시 중구 다산로 59-1 송도병원,37.549889,127.007347,1882,9410,11256,1947,1869,2165,1802,1627
ST-258,258,258. 신길역3번출구,영등포구,서울특별시 광진구 자양동 738 자양나들목,37.52977,127.07486,1879.2,9396,9462,2082,1964,2084,1671,1595
ST-1697,1697,1697.상계주공2단지 219동,노원구,서울특별시 영등포구 가마산로 352 대림3동사거리,37.499809,126.898003,1874.6,9373,9330,1983,1960,1945,1778,1707
ST-3201,3201,3201.당산skv1센터,영등포구,서울특별시 은평구 진관동 151-10 ,37.628342,126.933815,1865,9325,9725,2041,1902,1985,1697,1700
ST-265,265,265. 영등포유통상가 사거리,영등포구,서울특별시 동대문구 천호대로 26 신설동역9번출구,37.5742,127.026497,1864.6,9323,8697,2334,2164,2104,1412,1309
ST-613,613,613. 신설동역 10번출구 앞,동대문구,서울특별시 도봉구 창동 426-6 ,37.645821,127.050423,1864.2,9321,9902,1923,1876,2001,1725,1796
ST-363,363,363. 신설동역 11번출구 뒤,종로구,서울특별시 성동구 동일로 313 군자지하보도 앞,37.559246,127.07341,1863,9315,9864,1825,1873,2032,1769,1816
ST-1416,1416,1416. 상봉역 3번출구,중랑구,서울특별시 송파구 위례광장로 136 위례별 유치원 뒤,37.47747,127.144592,1857.6,9288,9787,2112,2026,1894,1682,1574
ST-1172,1172,1172. 가양3동 주민센터,강서구,서울특별시 강남구 도산대로 172 ,37.519138,127.027519,1849.2,9246,10211,1942,1907,2103,1735,1559
ST-130,130,130. 신촌역(2호선) 7번출구 앞,마포구,서울특별시 종로구 삼청로 30 국립현대미술관 서울관,37.579708,126.980858,1848.4,9242,9383,1719,1741,2233,1832,1717
ST-1720,1720,1720. 도봉구청 옆(중랑천변),도봉구,서울특별시 송파구 양재대로 지하 1233 올림픽공원역 3번출구,37.516258,127.130592,1846.4,9232,9276,1695,1788,2181,2070,1498
ST-516,516,516. 광진메디칼 앞,광진구,서울특별시 강서구 양천로 지하 560 강서구 등촌동 666-40,37.557461,126.861458,1842,9210,9002,2098,1923,1954,1609,1626
ST-2140,2140,2140. 신림1교 교차로,관악구,서울 도봉구 도봉로 955 ,37.689762,127.044891,1835.4,9177,9280,2075,1957,1989,1724,1432
ST-2274,2274,2274. 양재시민의숲역 3번출구,서초구,서울특별시 성북구 안암동5가 40-11 ,37.586552,127.033142,1830.6,9153,8926,1845,1968,1989,1696,1655
ST-559,559,559. 왕십리역 4번 출구 건너편,성동구,서울특별시 성북구 아리랑로19길 20 성북구 정릉동 966-62,37.60244,127.011688,1825.6,9128,9379,1778,1800,1952,1880,1718
ST-3215,3215,3215.강변삼성래미안,영등포구,서울특별시 양천구 신월동 446-3 ,37.523994,126.842133,1824.6,9123,7863,1853,1894,1988,1794,1594
ST-911,911,911. 은평평화공원(역촌역4번출구),은평구,서울특별시 성북구 월곡로 지하 107 성북구 하월곡동 37-4,37.601841,127.041718,1824.2,9121,8937,1894,2020,2278,1803,1126
ST-2531,2531,2531.멤피스아파트 앞,서초구,서울특별시 마포구 마포구 서교동 445-7 ,37.557308,126.918854,1822.4,9112,9547,1790,1859,2076,1702,1685
ST-1762,1762,1762.북한산 한신휴플러스APT앞,도봉구,서울특별시 강동구 고덕로 131 강동 롯데캐슬퍼스트아파트 강동구 고덕로 131,37.556664,127.142738,1822.2,9111,8656,1935,1913,2007,1606,1650
ST-1321,1321,1321. 국민은행 종암동지점 앞,성북구,서울특별시 영등포구 경인로112길 1 SK영등포주유소,37.518284,126.912636,1819.4,9097,10478,1678,1687,2171,1844,1717
ST-702,702,702. 목4동주민센터 옆,양천구,서울특별시 관악구 신림동 1467-13 ,37.484085,126.926888,1817.8,9089,8913,367,1963,2486,2127,2146
ST-237,237,237. 보라매 두산위브 건너편,동작구,서울특별시 성동구 행당동 188-9 왕십리역 11번 출구 앞,37.561447,127.03492,1817.2,9086,9910,1759,1964,2036,1655,1672
ST-194,194,194. 증산교 앞,서대문구,서울특별시 중구 세종대로 지하2 서울역9번출구,37.556,126.973358,1809.6,9048,9651,1672,1866,2215,1817,1478
ST-1977,1977,1977. 천왕역 1번 출입구 앞,구로구,서울특별시 영등포구 문래동3가 55-13 ,37.517071,126.899086,1809.6,9048,7294,1916,1836,1876,1685,1735
ST-590,590,590. 건국대학교 (입학정보관),광진구,서울특별시 중랑구 면목동 1382-6 ,37.573185,127.086525,1807.8,9039,9128,1537,1373,2451,1878,1800
ST-1958,1958,1958. 강서수도사업소민원센터,구로구,서울특별시 구로구 천왕로 56 천왕 이펜하우스 3단지 ,37.482239,126.838531,1804.6,9023,9875,1890,1880,1898,1752,1603
ST-1446,1446,1446. 중랑전화국 교차로,중랑구,서울특별시 용산구 이촌로14길 7 이촌2동 동원베네스트 아파트 앞,37.527149,126.955162,1803.8,9019,9552,1934,1862,1892,1696,1635
ST-2348,2348,2348. 포스코사거리(기업은행),강남구,서울특별시 동작구 알마타길 6 파밀리에 하늘마루 ,37.510567,126.92485,1803.6,9018,9495,1982,1668,1761,1810,1797
ST-2713,2713,2713.우장초등학교 앞,강서구,서울특별시 노원구 월계동 263-6 ,37.634411,127.058868,1800.2,9001,8876,1944,1782,2032,1625,1618
ST-1121,1121,1121. 가양레포츠센터 앞,강서구,서울특별시 노원구 상계동 335-4 노원역1번출구,37.6562,127.063622,1791,8955,9402,1831,2010,2136,1582,1396
ST-1667,1667,1667. 중계중학교,노원구,서울특별시 동작구 상도로 지하 378 숭실대 입구역3번 출구 앞,37.496601,126.953682,1790.8,8954,8434,1880,1860,1884,1650,1680
ST-368,368,368. SK 서린빌딩 앞,종로구,서울특별시 성동구 아차산로 113 성수역 2번출구 앞,37.54459,127.057083,1789.2,8946,9280,1732,1695,2150,1674,1695
ST-582,582,582. 경일중학교 앞,성동구,서울특별시 성북구 한천로 573 성북구 석관동 124-7,37.611309,127.06266,1785.8,8929,9027,1866,1584,2019,1745,1715
ST-561,561,561. 서울숲역 2번출구 앞,성동구,서울특별시 중랑구 망우로 448 금란주차장 앞,37.600071,127.102333,1782.2,8911,8891,1841,1739,1985,1760,1586
ST-176,176,176. 명지대학교 도서관,서대문구,서울특별시 종로구 숭인동 1499 ,37.572235,127.023178,1780.4,8902,9159,1663,1705,2249,1817,1468
ST-933,933,933. 역촌종합시장 버스정류장(예일여고 방면),은평구,서울특별시 송파구 백제고분로 188 잠실포스코더샵,37.5042,127.087532,1779.4,8897,10382,1751,1786,1935,1791,1634
ST-225,225,225. 앙카라공원 앞,영등포구,서울특별시 서대문구 남가좌동 185-21 남가좌동 시장삼거리,37.566212,126.896179,1776.8,8884,8155,1629,1715,2208,1707,1625
ST-2306,2306,2306. 압구정역 2번 출구 옆,강남구,서울특별시 광진구 뚝섬로36길 69 ,37.531631,127.069771,1776.6,8883,8710,1749,1767,2001,1718,1648
ST-1689,1689,1689. 마들역 3번출구,노원구,서울특별시 강서구 마곡중앙로 76 힐스테이트에코마곡역,37.560242,126.827164,1766.2,8831,8943,1807,1836,1930,1620,1638
ST-1661,1661,1661. 당현천근린공원,노원구,서울특별시 광진구 아차산로 238 ,37.540081,127.069565,1760.8,8804,8588,1798,1585,1945,1705,1771
ST-2731,2731,2731.명덕고교,강서구,서울특별시 성북구 장위동 237-132 ,37.617455,127.048447,1760.6,8803,10410,1759,1631,2120,1633,1660
ST-1933,1933,1933. 개봉푸르지오아파트 상가,구로구,서울특별시 금천구 시흥대로 315 금천롯데캐슬골드파크4차 ,37.461346,126.897583,1759.6,8798,10083,1684,1696,2055,1633,1730
ST-749,749,749. 이대목동병원보도육교,양천구,서울특별시 서초구 나루터로4길 60 서초구 잠원동 78,37.513046,127.005959,1758.4,8792,9202,1571,1643,2049,1832,1697
ST-624,624,624. 전농동 동아아파트 앞,동대문구,서울특별시 금천구 디지털로9길 32 가산동 60-35,37.479031,126.887299,1754.4,8772,9334,1834,1778,1961,1618,1581
ST-1224,1224,1224. 아시아지하보도 2번 출구,송파구,서울특별시 구로구 디지털로26길 5 가리봉동주민센터,37.481602,126.892799,1754.2,8771,8679,1733,1744,2096,1619,1579
ST-2647,2647,2647.잠실 자전거 수리센터 앞,송파구,서울특별시 영등포구 영등포구 의사당대로 1 ,37.532146,126.917473,1753.6,8768,9255,1731,1559,1867,1780,1831
ST-2032,2032,2032. 이수역 11번출구쪽,동작구,서울특별시 강서구 마곡중앙로 201 롯데중앙연구소 ,37.570942,126.828316,1752.6,8763,10821,1831,1762,1990,1653,1527
ST-1201,1201,1201. 가락시장역 3번 출구,송파구,서울특별시 성북구 고려대로7길 120 천주교 돈암동 교회 ,37.590393,127.017166,1752.4,8762,9016,1828,1719,2069,1560,1586
ST-2015,2015,2015. 신대방삼거리역 6번출구쪽,동작구,서울특별시 양천구 신월동 455-5 ,37.527607,126.848755,1742.2,8711,8809,1627,1694,1938,1765,1687
ST-1602,1602,1602. 광운대역 앞,노원구,서울특별시 광진구 아차산로78길 90 광진정보도서관,37.550598,127.110512,1737.2,8686,9049,1738,1733,2099,1635,1481
ST-701,701,701. 목동사거리 부근,양천구,서울특별시 동작구 장승배기로 26 상도동 201-38,37.500881,126.94175,1735.8,8679,8714,1832,1823,1829,1557,1638
ST-1017,1017,1017. 둔촌고교입구 교차로(길동주민센터 방면),강동구,서울특별시 양천구 목동 902-5 목동2단지 상가,37.536503,126.877747,1735.6,8678,8678,2013,1905,1867,1556,1337
ST-2000,2000,2000. 신도림4차 e편한세상 아파트 1109동 앞,구로구,서울특별시 양천구 공항대로 552 목동대우마이빌 ,37.549507,126.867218,1733.4,8667,8073,1873,1968,1841,1621,1364
ST-1351,1351,1351. 안암2교 옆,성북구,서울특별시 강서구 강서로56나길 110 부영아파트 ,37.562744,126.842674,1730,8650,8772,1770,1655,2026,1623,1576
ST-1691,1691,1691. 노원정보도서관,노원구,서울특별시 마포구 대흥동 105-4 ,37.54847,126.940926,1727.4,8637,8634,1827,1836,1858,1531,1585
ST-179,179,179. 가좌역 4번출구 앞,서대문구,서울특별시 종로구 평동 213 서대문역 3번출구 뒤,37.566471,126.966827,1726.8,8634,8871,1560,1714,2017,1653,1690
ST-254,254,254. 도림신협 앞,영등포구,서울특별시 광진구 강변역로 87-2 가로판매대 - 28 ,37.535824,127.094162,1726.6,8633,9313,1732,1818,1993,1614,1476
ST-385,385,385. 종각역 5번출구,종로구,서울특별시 광진구 능동로 216 아차산역4번출구,37.551849,127.088982,1725.4,8627,8703,1778,1694,1817,1643,1695
ST-1059,1059,1059. 래미안 강동팰리스(102동),강동구,서울특별시 강동구 아리수로97길 68 강일리버파크2단지아파트 ,37.568546,127.17701,1724.6,8623,6325,1996,1703,1885,1526,1513
ST-119,119,119. 서강나루 공원,마포구,서울특별시 종로구 세종대로 지하189 세종로공원,37.57177,126.974663,1723.4,8617,9036,1498,1754,2285,1688,1392
ST-1021,1021,1021. 강일동 리슈빌 빌딩앞,강동구,서울특별시 은평구 역촌동 17-55 역촌역 1번 출구,37.605202,126.922112,1722.8,8614,9647,1670,1741,2005,1647,1551
ST-1259,1259,1259. 방이역 1번출구,송파구,서울특별시 관악구 남부순환로 1641 관악우체국,37.484768,126.932877,1718.2,8591,8610,1672,1763,1899,1677,1580
ST-1174,1174,1174. 강서구청사거리(부민병원),강서구,서울특별시 강남구 도산대로 333 K+ 타워 앞,37.5233,127.038475,1711.6,8558,8585,1822,1694,1898,1566,1578
ST-539,539,539. 군자교교차로,광진구,서울특별시 송파구 올림픽로 8 송파구 잠실동 50,37.510429,127.071373,1708,8540,8502,1678,1656,2119,1717,1370
ST-530,530,530. 청계벽산아파트 앞,성동구,서울특별시 강서구 등촌로 185 강서구 등촌동 608-4,37.546532,126.862549,1703.8,8519,9248,1513,1527,2376,1626,1477
ST-678,678,678.장안힐스테이트(아) 앞,동대문구,서울특별시 구로구 남부순환로 775 개봉푸르지오 ,37.501705,126.847282,1693.6,8468,10161,1649,1744,1936,1608,1531
ST-1319,1319,1319. 종암박스파크,성북구,서울특별시 영등포구 경인로 843 영등포역지하도상가 ,37.51627,126.90686,1691,8455,8699,1575,1658,1960,1840,1422
ST-1450,1450,1450. 화랑대역 7번출구,중랑구,서울특별시 동대문구 제기로 131 청량리동 한신아파트 입구,37.586769,127.04776,1690.2,8451,9112,1801,1639,2016,1692,1303
ST-660,660,660. 동의보감타워,동대문구,서울특별시 금천구 독산동 727-1 ,37.456726,126.893066,1686,5058,5266,2156,2148,754,0,0
ST-266,266,266. 영등포청과시장 사거리,영등포구,서울특별시 동대문구 겸재로 21 휘경공고앞,37.584625,127.07029,1684.8,8424,8186,1864,1779,1850,1520,1411
ST-1716,1716,1716. 창동역 1번출구 건너편,도봉구,서울특별시 송파구 거여동 11-3 ,37.497047,127.14035,1684.4,8422,8819,949,1058,1262,2328,2825
ST-1692,1692,1692. 온곡초교 교차로,노원구,서울특별시 마포구 모래내로 31 성산2-1 공영주차장,37.56472,126.906769,1682.8,8414,6165,1775,1759,1671,1469,1740
ST-841,841,841. 신용산역 1번 출구,용산구,서울특별시 성북구 성북로 62 성북구 성북동 142-1,37.592758,127.002357,1681.6,8408,8854,1597,1825,2092,1600,1294
ST-2384,2384,2384. 자곡사거리,강남구,서울특별시 관악구 신림동 138-2 ,37.468567,126.946754,1677.2,8386,9122,1515,1607,2020,1708,1536
ST-729,729,729. 서부식자재마트 건너편,양천구,서울특별시 동작구 동작대로 지하 3 동작구 사당동 1112,37.481491,126.981583,1672,8360,9034,1658,1609,1880,1664,1549
ST-1081,1081,1081.트레빌빌딩,강동구,서울특별시 송파구 송파동 2-3 송파여성문화회관 앞,37.505802,127.109718,1672,8360,7319,1817,1791,1834,1586,1332
ST-2404,2404,2404. 대모산입구역 4번 출구 앞,강남구,서울특별시 서초구 헌릉로 7 외국기업창업지원연구센터 ,37.465408,127.043777,1671.6,8358,8812,1541,1711,1840,1742,1524
ST-3407,3407,3407.안국동사거리(신),종로구,서울특별시 양천구 목동 413-3 ,37.544704,126.882515,1670.6,8353,7978,1661,1501,1816,1778,1597
ST-943,943,943. 은평구청 보건소,은평구,서울특별시 중구 을지로 지하 178 을지로4가역 1번출구,37.566731,126.996605,1670.4,8352,9834,1607,1688,2071,1552,1434
ST-3013,3013,3013.서울지방고용노동청 앞,중구,서울특별시 구로구 서울 구로구 구로동 496-128 ,37.500965,126.88237,1668.8,8344,8497,1705,1491,1930,1689,1529
ST-2222,2222,2222.사당역 12번출구 뒤,서초구,서울특별시 성북구 하월곡동 96-248 ,37.601086,127.041237,1664.8,8324,10696,1553,1653,2016,1608,1494
ST-623,623,623. 서울시립대 정문 앞 B,동대문구,서울특별시 금천구 가산디지털1로 63 LG전자 가산 R&D 캠퍼스 별관동 ,37.471436,126.885376,1664.6,8323,4699,1761,1501,1866,1743,1452
ST-1165,1165,1165. 마곡중학교 후문,강서구,서울특별시 서초구 양재동 67-12 일동제약 사거리,37.477829,127.038269,1663.8,8319,6023,1626,1738,1847,1595,1513
ST-563,563,563. 성동세무서 건너편,성동구,서울특별시 성북구 동소문로 248 동소문로248,37.603085,127.024788,1662.2,8311,9458,1894,1593,1804,1503,1517
ST-577,577,577. 광진청소년수련관,광진구,서울특별시 중랑구 신내로 지하 232 봉화산역 5번출구 뒤,37.617561,127.090309,1660.6,8303,8475,1639,1693,1868,1642,1461
ST-2259,2259,2259. 잠원역 3번-4번 출구사이 ,서초구,서울특별시 은평구 진관동 298-2 ,37.656769,126.942009,1658.4,8292,9000,1480,1652,2041,1676,1443
ST-205,205,205. 산업은행 앞,영등포구,서울특별시 마포구 도화동 292-29 마포역 4번출구 뒤,37.539272,126.945915,1654,8270,8113,1758,1724,1843,1611,1334
ST-2058,2058,2058. 동작경찰서,동작구,서울특별시 강서구 수명로2길 105 마곡수명산파크5단지아파트 ,37.550617,126.826881,1653.2,8266,10185,1584,1735,1963,1727,1257
ST-114,114,114. 홍대입구역 8번출구 앞,마포구,서울특별시 광진구 광나루로 355 광진메디컬앞,37.548405,127.069366,1650,8250,8406,1651,1732,1907,1562,1398
ST-657,657,657. 동대문롯데캐슬아파트 앞,동대문구,서울특별시 도봉구 도봉로 955 도봉동 637-1,37.68972,127.045197,1649.8,8249,8603,1803,1593,1797,1527,1529
ST-1827,1827,1827. 독산보도육교 앞 자전거 보관소,금천구,서울특별시 종로구 비봉길 12 ,37.609501,126.95668,1649.4,8247,8757,1613,1738,2181,1964,751
ST-1975,1975,1975. 대림역 1번 출입구 밑,구로구,서울특별시 영등포구 도림동 187-87 ,37.511242,126.898186,1648.8,8244,8099,1610,1669,1839,1578,1548
ST-417,417,417. DMC역 2번출구 옆,마포구,서울특별시 영등포구 선유로 34 근로자회관 사거리,37.517151,126.888626,1648.4,8242,7749,1504,1553,1970,1667,1548
ST-1199,1199,1199. 우장산역 3번출구,강서구,서울특별시 성동구 성수동1가 678-1 서울숲 관리사무소,37.542816,127.042084,1648,8240,5911,1899,1565,1828,1541,1407
ST-123,123,123. 문화촌 공원,서대문구,서울특별시 종로구 새문안로 55 서울역사박물관 앞,37.57,126.9711,1646.2,8231,8184,1691,1797,1868,1491,1384
ST-2627,2627,2627.문정시영아파트 5동 앞 공원,송파구,서울특별시 강서구 하늘길 112 ,37.556885,126.809265,1643.8,8219,3146,1630,1710,1837,1552,1490
ST-2067,2067,2067. 보라매역?동작세무서 버스정류장(강남중학교방면),동작구,서울특별시 노원구 섬밭로 139 공릉풍림아파트 ,37.629814,127.066505,1636.4,8182,8379,1606,1825,1893,1464,1394
ST-3422,3422,3422.성균관대 정문,종로구,서울특별시 광진구 자양로 167 광진경찰서 ,37.543007,127.084274,1621.2,8106,7309,1550,1420,1939,1656,1541
ST-214,214,214. 금융감독원 앞,영등포구,서울특별시 마포구 아현동 607-1 애오개역 4번출구 앞,37.553001,126.956688,1620,8100,7987,1632,1442,2034,1597,1395
ST-1742,1742,1742. 북한산 코오롱 하늘채,도봉구,서울특별시 동작구 사당로23길 137 대림아파트 후문 상가 옆,37.488869,126.971909,1619.8,8099,8092,1756,1679,1797,1428,1439
ST-2230,2230,2230.이수역 4번 출구,서초구,서울특별시 성북구 고려대로 76 ,37.586121,127.027611,1618.8,8094,8452,1619,1701,1930,1503,1341
